P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TES-M	ABQ-S	REN-C	0.114022	1.16319	0.244753	0.0237616	134.199	55.0546	43.7847
TES-S	ABQ-S	REN-C	0.0790774	1.04814	0.294575	0.00767557	413.319	24.9995	21.3355
TRE-F	ABQ-S	REN-C	0.100607	1.22793	0.219471	0.0195656	150.977	51.3632	41.9729
TRQ-F	ABQ-S	REN-C	0.133596	1.73627	0.0825168	0.025622	144.489	52.8252	40.3741
REN-HS	ABQ-S	REN-HC	0.019621	0.311248	0.755612	0.00348839	262.909	39.3825	37.8668
ABQ-S	REN-S	REN-HC	0.105991	1.66378	0.0961565	0.0188021	267.7	42.8938	34.6725
RGG-C	ABQ-S	REN-HC	0.100859	1.37201	0.17006	0.0227274	159.596	55.7988	45.5744
RGG-S	ABQ-S	REN-HC	0.19927	3.0621	0.00219792	0.0232462	410.066	31.3524	20.9334
SLV-F	ABQ-S	REN-HC	0.110017	1.34878	0.177408	0.0233439	143.353	52.4853	42.0813
SLV-M	ABQ-S	REN-HC	0.133269	1.60971	0.107461	0.0307328	132.834	57.3134	43.8337
REN-HC	ABQ-S	SLV-O	0.0693416	0.485045	0.627644	0.00242196	134.53	15.6417	13.6131
SNM-C	ABQ-S	REN-HC	0.163441	2.21983	0.0264301	0.0347883	147.271	55.7357	40.0761
SNM-M	ABQ-S	REN-HC	0.108935	1.33532	0.181773	0.0256008	129.952	56.9538	45.7642
SNM-S	ABQ-S	REN-HC	0.13678	1.8799	0.060122	0.0152143	398.279	27.8296	21.1325
TES-C	ABQ-S	REN-HC	0.140677	1.85475	0.0636321	0.0307449	163.191	56.3449	42.4471
TES-M	ABQ-S	REN-HC	0.0955765	1.06072	0.288817	0.0220624	130.195	55.7395	46.0142
TES-S	ABQ-S	REN-HC	0.0567188	0.768504	0.442188	0.00618452	409.026	25.4914	22.7549
TRE-F	ABQ-S	REN-HC	0.122485	1.60129	0.109314	0.0261267	145.955	53.7372	42.0096
TRQ-F	ABQ-S	REN-HC	0.152754	1.92431	0.0543163	0.032092	140.17	54.9091	40.3568
REN-HS	REN-S	ABQ-S	0.0665111	1.63733	0.101561	0.041291	117.729	81.1757	71.051
REN-HS	ABQ-S	RGG-C	0.0595396	1.0567	0.290646	0.0259604	185.399	57.9187	51.4093
RGG-S	ABQ-S	REN-HS	0.0727863	1.413	0.157656	0.0559568	221.15	52.5969	45.4597
REN-HS	ABQ-S	SLV-F	0.0957398	1.54372	0.122656	0.0295714	194.14	57.636	47.5641
REN-HS	ABQ-S	SLV-M	0.0448963	0.685786	0.492848	0.00949652	193.612	44.6894	40.849
REN-HS	ABQ-S	SLV-O	0.121663	0.832707	0.40501	0.00290895	208.224	11.6665	9.13562
REN-HS	ABQ-S	SNM-C	0.0836919	1.3797	0.167678	0.0276556	186.449	52.4843	44.3777
REN-HS	ABQ-S	SNM-M	0.0416311	0.614062	0.539175	0.0083562	200.16	44.424	40.873
SNM-S	ABQ-S	REN-HS	0.0352004	0.745117	0.456201	0.0264914	206.848	48.5425	45.2412
REN-HS	ABQ-S	TES-C	0.0962978	1.64026	0.100952	0.0394203	180.711	61.126	50.3875
REN-HS	ABQ-S	TES-M	0.026282	0.381502	0.702831	0.00526614	197.725	43.7056	41.4671
TES-S	ABQ-S	REN-HS	0.0470686	0.9339	0.350355	0.0354124	222.72	49.6768	45.2106
REN-HS	ABQ-S	TRE-F	0.0811663	1.32129	0.186404	0.0279851	193.707	57.6914	49.0293
REN-HS	ABQ-S	TRQ-F	0.0910498	1.47204	0.141009	0.0305339	199.399	56.7672	47.2926
ABQ-S	REN-S	RGG-C	0.0305916	0.558365	0.576595	0.0135766	190.695	55.6356	52.3327
RGG-S	ABQ-S	REN-S	0.0834184	1.65183	0.0985702	0.0606506	213.578	54.2399	45.8874
ABQ-S	REN-S	SLV-F	0.00418948	0.0677827	0.945959	0.00127428	197.557	50.4532	50.0322
ABQ-S	REN-S	SLV-M	0.0259163	0.355132	0.722491	0.00536312	199.544	42.4202	40.277
ABQ-S	REN-S	SLV-O	0.0404652	0.276724	0.781992	0.000797452	208.042	8.87674	8.18628
ABQ-S	REN-S	SNM-C	0.0235001	0.368078	0.712815	0.00769026	191.465	48.0325	45.8268
ABQ-S	REN-S	SNM-M	0.015978	0.21847	0.827063	0.0031062	206.106	41.6448	40.3349
SNM-S	ABQ-S	REN-S	0.0893104	1.89603	0.057956	0.0631499	204.134	53.3774	44.6248
ABQ-S	REN-S	TES-C	0.00100261	0.0160225	0.987216	0.00041132	184.706	54.154	54.0455
ABQ-S	REN-S	TES-M	0.0499152	0.66748	0.504466	0.00982049	202.648	43.6471	39.4969
TES-S	ABQ-S	REN-S	0.0806865	1.69228	0.0905921	0.0550555	216.021	51.7207	43.9975
REN-S	ABQ-S	TRE-F	0.0133716	0.207307	0.83577	0.0044146	197.728	50.6231	49.2871
REN-S	ABQ-S	TRQ-F	0.0083499	0.140269	0.888447	0.00270295	202.779	49.358	48.5406
RGG-S	ABQ-S	RGG-C	0.019847	0.338935	0.734658	0.00545313	331.83	34.2133	32.8816
SLV-F	RGG-C	ABQ-S	0.0880556	1.79286	0.0729958	0.0237256	211.071	56.0913	47.0124
SLV-M	RGG-C	ABQ-S	0.204841	3.16311	0.00156093	0.0721917	119.769	83.0455	54.8075
ABQ-S	RGG-C	SLV-O	0.00747774	0.0543875	0.956626	0.00019441	177.691	11.3868	11.2178
SNM-C	RGG-C	ABQ-S	0.0946023	1.82282	0.068331	0.0246439	206.006	54.0628	44.7179
SNM-M	RGG-C	ABQ-S	0.232562	3.71841	0.000200479	0.0819683	116.284	86.1759	53.6563
SNM-S	ABQ-S	RGG-C	0.0128788	0.214477	0.830175	0.00341666	321.07	33.1453	32.3025
RGG-C	TES-C	ABQ-S	0.0580095	1.24311	0.213826	0.0159018	228.93	53.7674	47.8714
TES-M	RGG-C	ABQ-S	0.231772	3.60658	0.000310265	0.080904	118.989	85.4693	53.3052
TES-S	ABQ-S	RGG-C	0.020485	0.416945	0.676718	0.00520987	334.256	32.0235	30.7378
TRE-F	RGG-C	ABQ-S	0.0813377	1.58007	0.114091	0.0217917	204.617	55.5301	47.1762
TRQ-F	RGG-C	ABQ-S	0.137555	2.44113	0.0146413	0.0373288	201.868	60.1203	45.5807
RGG-S	ABQ-S	SLV-F	0.0304141	0.489903	0.624202	0.00617121	341.237	34.7917	32.7378
RGG-S	ABQ-S	SLV-M	0.01267	0.174274	0.86165	0.00186304	344.113	29.7193	28.9757
RGG-S	ABQ-S	SLV-O	0.245793	2.11005	0.034854	0.00379308	251.982	8.37022	5.06736
RGG-S	ABQ-S	SNM-C	0.00876249	0.145907	0.883995	0.0019196	333.898	31.8805	31.3267
RGG-S	ABQ-S	SNM-M	0.0239259	0.338526	0.734967	0.00327206	350.136	29.5342	28.1539
RGG-S	ABQ-S	SNM-S	0.0705317	1.89441	0.0581702	0.119365	94.3231	88.3674	76.7233
RGG-S	ABQ-S	TES-C	0.0442371	0.767041	0.443057	0.0114725	324.219	36.2897	33.215
RGG-S	ABQ-S	TES-M	0.0288649	0.401364	0.688152	0.0039473	349.765	29.7969	28.125
TES-S	ABQ-S	RGG-S	0.00473923	0.131942	0.89503	0.0145017	87.356	83.2823	82.4966
RGG-S	ABQ-S	TRE-F	0.0326096	0.558743	0.576337	0.00719093	340.66	34.7175	32.5248
RGG-S	ABQ-S	TRQ-F	0.000185112	0.00299378	0.997611	4.02963e-05	345.174	32.9208	32.9086
SLV-M	SLV-F	ABQ-S	0.165229	2.4564	0.0140336	0.0521138	130.941	71.426	51.1696
ABQ-S	SLV-F	SLV-O	0.0182962	0.132965	0.894221	0.000518074	173.535	12.4881	12.0394
SLV-F	SNM-C	ABQ-S	0.000755574	0.0124779	0.990044	0.00017836	220.712	44.566	44.4987
SNM-M	SLV-F	ABQ-S	0.182983	2.81807	0.00483134	0.0573735	127.708	73.0783	50.471
SNM-S	ABQ-S	SLV-F	0.0608085	0.932642	0.351005	0.0120227	331.386	35.2158	31.1785
SLV-F	TES-C	ABQ-S	0.143015	2.88418	0.00392431	0.0402173	201.591	60.8961	45.6574
TES-M	SLV-F	ABQ-S	0.19146	2.83453	0.00458932	0.0601162	129.736	73.9042	50.1523
TES-S	ABQ-S	SLV-F	0.0215004	0.407309	0.683781	0.00402968	342.811	31.8612	30.52
SLV-F	TRE-F	ABQ-S	0.000438027	0.00878993	0.992987	7.99062e-05	262.498	34.8372	34.8067
TRQ-F	SLV-F	ABQ-S	0.0748717	1.54655	0.121971	0.0130171	289.108	36.2074	31.1633
SLV-M	ABQ-S	SLV-O	0.0141696	0.0792487	0.936835	0.000386141	163.874	11.8455	11.5145
SLV-M	SNM-C	ABQ-S	0.157515	2.16244	0.0305846	0.051342	119.163	72.6341	52.8659
SNM-M	SLV-M	ABQ-S	0.0744159	0.92821	0.353299	0.00683402	363.296	19.2781	16.6076
SNM-S	ABQ-S	SLV-M	0.0324901	0.425014	0.670827	0.00453491	331.851	28.8409	27.0258
SLV-M	TES-C	ABQ-S	0.26018	4.36684	1.2606e-05	0.0942325	115.695	88.6173	52.0249
TES-M	SLV-M	ABQ-S	0.066476	0.971088	0.331505	0.00577075	367.269	18.124	15.8646
ABQ-S	TES-S	SLV-M	0.00546964	0.084373	0.93276	0.000715074	344.878	26.296	26.0099
SLV-M	TRE-F	ABQ-S	0.157175	2.61131	0.00901948	0.0500928	125.408	71.8161	52.307
SLV-M	TRQ-F	ABQ-S	0.118488	1.72621	0.0843104	0.037039	129.578	68.0626	53.642
SNM-C	ABQ-S	SLV-O	0.0858804	0.599732	0.548685	0.00197951	170.541	10.8325	9.11902
SNM-M	ABQ-S	SLV-O	0.000367108	0.00225597	0.9982	1.0036e-05	161.085	11.692	11.6835
SNM-S	ABQ-S	SLV-O	0.272425	2.14986	0.0315661	0.00469845	248.398	9.56534	5.46947
ABQ-S	TES-C	SLV-O	0.0865426	0.653678	0.513319	0.00234498	179.022	12.7949	10.7567
ABQ-S	TES-M	SLV-O	0.0266764	0.149368	0.881263	0.000740981	162.284	12.2437	11.6074
TES-S	ABQ-S	SLV-O	0.297721	2.88795	0.00387766	0.00407951	253.281	7.75977	4.19931
ABQ-S	TRE-F	SLV-O	0.0509578	0.377002	0.706172	0.00144531	174.187	12.9175	11.6648
ABQ-S	TRQ-F	SLV-O	0.000271346	0.00206021	0.998356	7.73521e-06	174.39	12.3426	12.3359
SNM-M	SNM-C	ABQ-S	0.177575	2.51566	0.0118809	0.0590432	116.727	76.4723	53.4088
ABQ-S	SNM-S	SNM-C	0.00472562	0.0819479	0.934688	0.00105891	323.838	32.2048	31.9018
SNM-C	TES-C	ABQ-S	0.143961	2.57216	0.0101065	0.0401666	202.322	59.8372	44.7768
TES-M	SNM-C	ABQ-S	0.186468	2.67486	0.00747605	0.0612415	119.507	76.265	52.293
ABQ-S	TES-S	SNM-C	0.0067622	0.127822	0.89829	0.0013759	335.883	29.3958	29.0009
SNM-C	TRE-F	ABQ-S	0.00212114	0.0313883	0.97496	0.000490398	211.093	43.8034	43.6179
TRQ-F	SNM-C	ABQ-S	0.062122	0.898795	0.368762	0.0145748	217.392	47.8518	42.2543
SNM-S	ABQ-S	SNM-M	0.0252695	0.330804	0.740793	0.00341937	339.465	29.2151	27.775
SNM-M	TES-C	ABQ-S	0.269656	4.50797	6.545e-06	0.0989223	110.683	91.7137	52.7564
SNM-M	TES-M	ABQ-S	0.0120499	0.156878	0.875341	0.00104215	384.696	17.2614	16.8504
ABQ-S	TES-S	SNM-M	0.0243647	0.40986	0.681908	0.00303912	351.135	26.987	25.7032
SNM-M	TRE-F	ABQ-S	0.174524	3.1377	0.00170282	0.0568484	119.377	75.5675	53.1102
SNM-M	TRQ-F	ABQ-S	0.131915	1.81708	0.0692043	0.0419399	126.212	71.0618	54.4985
SNM-S	ABQ-S	TES-C	0.00285826	0.0436144	0.965212	0.000714295	311.797	33.3517	33.1616
SNM-S	ABQ-S	TES-M	0.00694504	0.0948202	0.924458	0.000927776	337.637	28.3814	27.9899
TES-S	ABQ-S	SNM-S	0.0584475	1.66411	0.0960906	0.097512	93.7468	82.8841	73.7303
SNM-S	ABQ-S	TRE-F	0.044441	0.701024	0.483288	0.00976104	331.29	35.0385	32.0567
SNM-S	ABQ-S	TRQ-F	0.0704498	1.06521	0.286779	0.0147583	337.622	34.6295	30.0714
TES-M	TES-C	ABQ-S	0.270052	4.54885	5.39387e-06	0.0976337	114.314	90.4126	51.9636
TES-S	ABQ-S	TES-C	0.0431571	0.813993	0.415649	0.0104923	326.492	34.086	31.2656
TRE-F	TES-C	ABQ-S	0.12685	2.52724	0.0114964	0.0366565	201.352	61.7511	47.8484
TRQ-F	TES-C	ABQ-S	0.19433	3.34633	0.000818892	0.0549484	196.393	65.1452	43.9456
ABQ-S	TES-S	TES-M	0.00102497	0.0161858	0.987086	0.000128909	350.913	26.6687	26.6141
TES-M	TRE-F	ABQ-S	0.18661	3.1809	0.00146819	0.0603228	122.602	75.9227	52.0431
TES-M	TRQ-F	ABQ-S	0.139904	2.00678	0.0447734	0.0447109	127.824	72.0824	54.3886
TES-S	ABQ-S	TRE-F	0.0361695	0.725213	0.468321	0.00753141	343.453	32.8389	30.5463
TES-S	ABQ-S	TRQ-F	0.0098287	0.185482	0.852851	0.00197596	347.945	30.7286	30.1304
TRQ-F	TRE-F	ABQ-S	0.0826832	1.45894	0.14458	0.0155847	261.887	39.681	33.6202
BOU-C	GUN-F	BOU-S	0.0245265	0.406936	0.684055	0.00738286	180.289	55.2083	52.565
LOG-S	BOU-S	BOU-C	0.0549728	0.92634	0.35427	0.0213387	227.345	50.8423	45.5437
BOU-C	MAL-C	BOU-S	0.061033	1.009	0.312973	0.0190048	176.835	59.4067	52.5723
MAL-M	BOU-C	BOU-S	0.211018	3.32906	0.0008714	0.0728403	110.386	79.5477	51.8256
BOU-C	MOB-C	BOU-S	0.13736	2.32094	0.0202903	0.0436396	169.195	64.5167	48.9332
BOU-S	MOB-G	BOU-C	0.00841576	0.157304	0.875005	0.00459265	113.565	66.1532	65.049
MOB-S	BOU-S	BOU-C	0.0064353	0.106666	0.915054	0.00255845	229.349	48.6918	48.0691
BOU-C	MTB-F	BOU-S	0.0999133	2.11922	0.0340723	0.0323895	154.857	63.3802	51.8656
PAS-C	BOU-C	BOU-S	0.0561516	0.984663	0.32479	0.0159938	199.845	54.8384	49.0073
BOU-S	BOU-C	REN-C	0.016106	0.199201	0.842106	0.00305377	152.236	45.6251	44.1788
BOU-C	BOU-S	REN-HC	0.0446561	0.593657	0.552741	0.00944864	149.436	49.2125	45.0051
REN-HS	BOU-S	BOU-C	0.0542081	0.886093	0.375568	0.024829	183.622	60.0986	53.918
BOU-S	REN-S	BOU-C	0.0152363	0.271912	0.78569	0.00688487	186.276	55.815	54.1397
BOU-C	RGG-C	BOU-S	0.0743085	1.51388	0.130055	0.023948	178.301	62.2686	53.6545
RGG-S	BOU-S	BOU-C	0.0258665	0.453817	0.649961	0.00752937	324.452	36.6881	34.838
SLV-F	BOU-C	BOU-S	0.0328867	0.530251	0.595938	0.00979772	196.836	55.7498	52.1997
SLV-M	BOU-C	BOU-S	0.192682	2.99049	0.00278528	0.0669753	110.311	77.1615	52.2301
BOU-S	BOU-C	SLV-O	0.0901651	0.678263	0.497605	0.0026199	170.959	13.7654	11.4884
BOU-C	SNM-C	BOU-S	0.0129904	0.238435	0.811544	0.00394839	172.883	54.8231	53.417
SNM-M	BOU-C	BOU-S	0.229905	3.48116	0.000499255	0.0795089	108.832	80.5542	50.4384
SNM-S	BOU-S	BOU-C	0.0439714	0.688941	0.49086	0.0125753	313.186	37.1003	33.975
BOU-C	TES-C	BOU-S	0.108569	2.16387	0.030474	0.0371385	174.238	67.2267	54.0589
TES-M	BOU-C	BOU-S	0.233558	3.51215	0.00044449	0.0804527	109.512	80.8099	50.2092
TES-S	BOU-S	BOU-C	0.00306266	0.0601742	0.952017	0.000843444	324.448	33.8885	33.6816
TRE-F	BOU-C	BOU-S	0.0287786	0.480153	0.631119	0.0082708	189.523	53.4757	50.4839
TRQ-F	BOU-C	BOU-S	0.0761412	1.28785	0.197798	0.0226123	194.452	58.7705	50.454
BOU-C	GUN-F	LOG-S	0.0357002	0.615153	0.538453	0.0124204	183.37	54.7619	50.9867
MAL-C	GUN-F	BOU-C	0.019858	0.436943	0.662152	0.0238074	103.365	73.9124	71.034
BOU-C	GUN-F	MAL-M	0.0681494	1.23348	0.217398	0.0195197	145.911	57.3414	50.0245
MOB-C	GUN-F	BOU-C	0.049971	1.19099	0.233657	0.0573716	98.4584	75.7013	68.4957
BOU-C	GUN-F	MOB-G	0.0736448	1.31498	0.188517	0.0281345	173.065	58.4145	50.4008
BOU-C	GUN-F	MOB-S	0.0233347	0.403582	0.68652	0.00838991	177.721	53.3923	50.9573
MTB-F	GUN-F	BOU-C	0.168653	3.91472	9.05093e-05	0.178216	93.9974	88.073	62.6527
GUN-F	PAS-C	BOU-C	0.116606	2.59035	0.0095879	0.149124	96.226	83.8119	66.3071
GUN-F	BOU-C	REN-C	0.0760009	0.938108	0.348189	0.00891931	244.99	30.0048	25.7661
GUN-F	BOU-C	REN-HC	0.0363669	0.434222	0.664127	0.00463161	243.798	29.4242	27.3591
BOU-C	GUN-F	REN-HS	0.0383619	0.68577	0.492858	0.0157779	183.303	55.4166	51.3219
BOU-C	GUN-F	REN-S	0.0505546	0.884203	0.376587	0.0209945	177.637	58.4191	52.7966
RGG-C	GUN-F	BOU-C	0.0218882	0.473627	0.635766	0.0263607	100.026	76.2241	72.9588
BOU-C	GUN-F	RGG-S	0.0208874	0.328078	0.742853	0.00604452	179.022	53.0567	50.8856
GUN-F	SLV-F	BOU-C	0.114118	2.90819	0.00363531	0.123233	118.462	69.1585	54.9908
BOU-C	GUN-F	SLV-M	0.0933341	1.61499	0.106313	0.0292688	141.054	58.1087	48.1877
GUN-F	BOU-C	SLV-O	0.0473037	0.331335	0.740392	0.000737088	204.298	7.07762	6.43827
SNM-C	GUN-F	BOU-C	0.0458674	0.977695	0.328225	0.052879	95.6098	73.5648	67.1123
BOU-C	GUN-F	SNM-M	0.0870573	1.5681	0.116858	0.0256981	146.346	57.9664	48.6819
BOU-C	GUN-F	SNM-S	0.0167627	0.249247	0.80317	0.00460343	182.102	52.5763	50.8428
TES-C	GUN-F	BOU-C	0.0444565	1.00957	0.3127	0.0546349	94.819	80.2275	73.3979
BOU-C	GUN-F	TES-M	0.0885045	1.55306	0.12041	0.0257439	147.036	57.4218	48.0841
GUN-F	BOU-C	TES-S	0.00787484	0.124125	0.901216	0.00231604	179.942	52.6009	51.7789
GUN-F	TRE-F	BOU-C	0.0849332	1.82183	0.0684803	0.0964753	109.906	71.1236	59.9878
GUN-F	TRQ-F	BOU-C	0.0596499	1.49864	0.133967	0.0641479	115.808	66.2338	58.7769
BOU-C	MAL-C	LOG-S	0.0200284	0.343111	0.731515	0.00714548	181.77	55.7311	53.5426
MAL-M	BOU-C	LOG-S	0.175928	2.78012	0.00543395	0.0737644	111.862	79.0724	55.4128
BOU-C	MOB-C	LOG-S	0.148794	2.8883	0.00387334	0.0563616	172.453	66.3235	49.1428
LOG-S	MOB-G	BOU-C	0.0557956	1.00421	0.315278	0.0274518	128.302	63.4038	56.7024
LOG-S	MOB-S	BOU-C	0.0525	1.06854	0.285277	0.0182307	243.904	45.1999	40.6907
BOU-C	MTB-F	LOG-S	0.172186	4.01607	5.91755e-05	0.0671807	157.01	69.2138	48.8797
PAS-C	BOU-C	LOG-S	0.10478	1.80234	0.0714912	0.033925	205.447	56.6976	45.9428
BOU-C	LOG-S	REN-C	0.0239041	0.303481	0.761523	0.00516517	145.244	51.6524	49.2406
BOU-C	LOG-S	REN-HC	0.0816506	1.14533	0.252072	0.0196118	143.499	57.0538	48.4401
REN-HS	LOG-S	BOU-C	0.00722267	0.161092	0.872021	0.00277761	213.173	47.9416	47.254
LOG-S	REN-S	BOU-C	0.063429	1.29103	0.196694	0.0246119	209.914	50.835	44.7709
BOU-C	RGG-C	LOG-S	0.0595352	1.19721	0.231225	0.022328	182.483	60.7702	53.9408
LOG-S	RGG-S	BOU-C	0.0450205	0.793455	0.427513	0.0171377	229.022	49.1308	44.8976
SLV-F	BOU-C	LOG-S	0.0694375	1.07641	0.281743	0.0230615	200.952	55.4139	48.2179
SLV-M	BOU-C	LOG-S	0.166227	2.49139	0.0127244	0.0693325	111.605	77.2264	55.2116
LOG-S	BOU-C	SLV-O	0.0170325	0.128913	0.897426	0.00043216	169.147	11.1465	10.7731
SNM-C	BOU-C	LOG-S	0.0453338	0.746216	0.455537	0.0159409	180.741	56.0872	51.2224
SNM-M	BOU-C	LOG-S	0.185615	2.88798	0.00387725	0.078239	111.054	80.1028	55.0217
LOG-S	SNM-S	BOU-C	0.0240762	0.384346	0.700722	0.00925151	229.222	48.8796	46.5813
BOU-C	TES-C	LOG-S	0.0859898	1.74218	0.0814772	0.033755	178.562	64.4254	54.2229
TES-M	BOU-C	LOG-S	0.179024	2.82791	0.00468535	0.0743963	110.832	78.0807	54.369
LOG-S	TES-S	BOU-C	0.0495707	0.938803	0.347832	0.0183228	229.92	48.022	43.4859
TRE-F	BOU-C	LOG-S	0.0790929	1.25313	0.210159	0.0255776	195.137	54.944	46.8897
TRQ-F	BOU-C	LOG-S	0.139456	2.32201	0.0202325	0.0451534	198.406	58.857	44.4502
BOU-C	MAL-C	MAL-M	0.0852744	1.65243	0.0984473	0.025876	144.985	61.8735	52.1502
MOB-C	MAL-C	BOU-C	0.0217564	0.492683	0.622237	0.024808	104.841	72.4241	69.3398
BOU-C	MAL-C	MOB-G	0.0259175	0.481716	0.630008	0.00986599	172.314	55.8236	53.0031
BOU-C	MAL-C	MOB-S	0.0200541	0.311435	0.75547	0.00744109	176.518	55.3077	53.133
BOU-C	MAL-C	MTB-F	0.0816263	1.97973	0.0477334	0.0966103	92.8622	83.1476	70.5979
BOU-C	PAS-C	MAL-C	0.119137	3.03237	0.0024264	0.127239	89.9295	87.3264	68.7339
MAL-C	BOU-C	REN-C	0.101532	1.20454	0.228382	0.0123293	246.5	32.0705	26.1584
MAL-C	BOU-C	REN-HC	0.0476958	0.590468	0.554877	0.00628684	245.04	30.9926	28.1708
BOU-C	MAL-C	REN-HS	0.0129536	0.219707	0.826099	0.00551405	182.572	56.5189	55.0734
BOU-C	MAL-C	REN-S	0.0188097	0.314649	0.753028	0.00799595	177.474	58.707	56.5392
RGG-C	MAL-C	BOU-C	0.000665362	0.017012	0.986427	0.000777009	112.062	71.6909	71.5955
BOU-C	MAL-C	RGG-S	0.0417093	0.669462	0.503201	0.0124861	176.396	56.2082	51.7071
MAL-C	SLV-F	BOU-C	0.137585	3.2959	0.000981072	0.160812	105.197	79.7722	60.4761
BOU-C	MAL-C	SLV-M	0.084422	1.62423	0.104327	0.0278044	140.174	60.5759	51.1442
BOU-C	MAL-C	SLV-O	0.24166	1.70895	0.0874604	0.00386289	203.887	8.57573	5.2376
SNM-C	MAL-C	BOU-C	0.0208084	0.544508	0.586092	0.0200292	135.852	59.5637	57.1354
BOU-C	MAL-C	SNM-M	0.0650229	1.26506	0.205848	0.019845	146.196	58.8716	51.683
BOU-C	MAL-C	SNM-S	0.0431209	0.683413	0.494346	0.0122284	178.674	55.9538	51.3278
TES-C	MAL-C	BOU-C	0.0197898	0.534751	0.592822	0.022906	112.954	72.8212	69.9949
BOU-C	MAL-C	TES-M	0.0886131	1.67996	0.0929659	0.0272806	145.862	60.9624	51.0377
BOU-C	MAL-C	TES-S	0.0362676	0.590167	0.555079	0.0113087	177.246	57.4586	53.4367
MAL-C	TRE-F	BOU-C	0.0985309	2.48037	0.0131246	0.114634	105.548	75.3735	61.8525
MAL-C	TRQ-F	BOU-C	0.0815659	1.81744	0.0691495	0.0962736	101.372	77.0864	65.4595
BOU-C	MOB-C	MAL-M	0.0228399	0.407852	0.683383	0.00640655	140.409	53.8049	51.402
MAL-M	BOU-C	MOB-G	0.163804	2.50759	0.0121558	0.0727042	105.537	78.0052	56.0469
MAL-M	BOU-C	MOB-S	0.175591	2.87314	0.00406408	0.0769894	109.937	79.5734	55.8026
MTB-F	BOU-C	MAL-M	0.0652247	1.23805	0.215698	0.0197402	132.75	61.4646	53.9375
BOU-C	PAS-C	MAL-M	0.148748	3.24296	0.00118295	0.041942	157.609	60.8522	45.093
MAL-M	BOU-C	REN-C	0.139538	1.56535	0.117501	0.0243591	173.967	46.8388	35.3678
MAL-M	BOU-C	REN-HC	0.0851422	0.932281	0.351191	0.0156713	172.528	43.936	37.0414
MAL-M	BOU-C	REN-HS	0.173949	2.77001	0.00560545	0.0833934	113.179	78.6185	55.32
MAL-M	BOU-C	REN-S	0.193214	3.03459	0.00240863	0.0892637	108.224	81.0332	54.7903
BOU-C	RGG-C	MAL-M	0.0621057	1.34134	0.179809	0.0190068	146.469	61.2466	54.0839
MAL-M	BOU-C	RGG-S	0.190738	2.796	0.00517401	0.0651004	107.47	76.539	52.0183
BOU-C	SLV-F	MAL-M	0.191992	3.34137	0.000833655	0.0570639	154.193	66.2414	44.9026
MAL-M	SLV-M	BOU-C	0.0416592	0.552649	0.580504	0.00868109	318.266	22.6477	20.8362
BOU-C	MAL-M	SLV-O	0.0924251	0.529281	0.596611	0.00158224	175.744	8.03704	6.67708
BOU-C	SNM-C	MAL-M	0.0937333	1.63484	0.102083	0.0278457	138.56	60.4284	50.071
SNM-M	MAL-M	BOU-C	0.0350995	0.532214	0.594578	0.00641467	337.462	20.1406	18.7747
MAL-M	BOU-C	SNM-S	0.166731	2.43003	0.0150978	0.0570793	110.986	77.8003	55.5643
BOU-C	TES-C	MAL-M	0.0100446	0.193962	0.846206	0.00305738	142.653	57.3193	56.1793
TES-M	MAL-M	BOU-C	0.0516957	0.777782	0.436697	0.00967687	340.026	21.015	18.9491
MAL-M	BOU-C	TES-S	0.187401	2.80323	0.00505933	0.0657178	106.492	77.0236	52.7112
BOU-C	TRE-F	MAL-M	0.134131	2.41579	0.0157013	0.0401846	152.583	63.2152	48.2626
BOU-C	TRQ-F	MAL-M	0.153269	2.7794	0.00544599	0.0464896	150.795	65.406	48.0211
BOU-C	MOB-C	MOB-G	0.204431	3.75605	0.000172618	0.0830336	160.645	69.3907	45.835
BOU-C	MOB-C	MOB-S	0.151757	2.866	0.00415695	0.0596716	168.28	65.7498	48.4233
MTB-F	MOB-C	BOU-C	0.118985	2.55832	0.0105178	0.124642	96.6334	81.6327	64.2722
BOU-C	PAS-C	MOB-C	0.0496069	1.14546	0.252018	0.0524916	92.8461	76.9435	69.6704
MOB-C	BOU-C	REN-C	0.0339743	0.447204	0.654728	0.00437915	243.588	31.4888	29.4195
BOU-C	MOB-C	REN-HC	0.00176609	0.0231289	0.981547	0.000235704	241.512	29.5803	29.476
BOU-C	MOB-C	REN-HS	0.138427	2.83097	0.00464078	0.0611959	172.573	65.7072	49.7279
BOU-C	MOB-C	REN-S	0.138333	2.61085	0.00903185	0.0616514	167.689	68.3464	51.7352
MOB-C	RGG-C	BOU-C	0.0237598	0.576072	0.564567	0.0265335	111.151	71.2755	67.9672
BOU-C	MOB-C	RGG-S	0.138752	2.19151	0.0284147	0.0425658	167.825	62.6369	47.3729
BOU-C	SLV-F	MOB-C	0.0989611	2.34172	0.0191949	0.104351	86.4828	80.233	65.7831
BOU-C	MOB-C	SLV-M	0.0292878	0.529914	0.596171	0.00900151	136.292	53.6943	50.6387
BOU-C	MOB-C	SLV-O	0.0350346	0.277009	0.781773	0.00055284	205.504	7.06829	6.58978
MOB-C	SNM-C	BOU-C	0.0115972	0.246449	0.805335	0.0128376	93.3437	69.4964	67.9029
