P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TES-S	ABQ-S	REN-C	0.0790774	1.04814	0.294575	0.0076674	413.319	24.9995	21.3355
TRE-F	ABQ-S	REN-C	0.100607	1.22793	0.219471	0.0195805	150.977	51.3632	41.9729
TRQ-F	ABQ-S	REN-C	0.133596	1.73627	0.0825168	0.025677	144.489	52.8252	40.3741
REN-HS	ABQ-S	REN-HC	0.019621	0.311248	0.755612	0.00348881	262.909	39.3825	37.8668
ABQ-S	REN-S	REN-HC	0.105991	1.66378	0.0961565	0.0187644	267.7	42.8938	34.6725
RGG-C	ABQ-S	REN-HC	0.100859	1.37201	0.17006	0.0226654	159.596	55.7988	45.5744
RGG-S	ABQ-S	REN-HC	0.19927	3.0621	0.00219792	0.0232126	410.066	31.3524	20.9334
SLV-F	ABQ-S	REN-HC	0.110017	1.34878	0.177408	0.023174	143.353	52.4853	42.0813
SLV-M	ABQ-S	REN-HC	0.133269	1.60971	0.107461	0.0305945	132.834	57.3134	43.8337
REN-HC	ABQ-S	SLV-O	0.0693416	0.485045	0.627644	0.00241667	134.53	15.6417	13.6131
SNM-C	ABQ-S	REN-HC	0.163441	2.21983	0.0264301	0.0346497	147.271	55.7357	40.0761
SNM-M	ABQ-S	REN-HC	0.108935	1.33532	0.181773	0.0255002	129.952	56.9538	45.7642
SNM-S	ABQ-S	REN-HC	0.13678	1.8799	0.060122	0.0151566	398.279	27.8296	21.1325
TES-C	ABQ-S	REN-HC	0.140677	1.85475	0.0636321	0.0305934	163.191	56.3449	42.4471
TES-M	ABQ-S	REN-HC	0.0955765	1.06072	0.288817	0.0220324	130.195	55.7395	46.0142
TES-S	ABQ-S	REN-HC	0.0567188	0.768504	0.442188	0.00617731	409.026	25.4914	22.7549
TRE-F	ABQ-S	REN-HC	0.122485	1.60129	0.109314	0.0260392	145.955	53.7372	42.0096
TRQ-F	ABQ-S	REN-HC	0.152754	1.92431	0.0543163	0.0319504	140.17	54.9091	40.3568
REN-HS	REN-S	ABQ-S	0.0665111	1.63733	0.101561	0.0425146	117.729	81.1757	71.051
REN-HS	ABQ-S	RGG-C	0.0595396	1.0567	0.290646	0.0261663	185.399	57.9187	51.4093
RGG-S	ABQ-S	REN-HS	0.0727863	1.413	0.157656	0.0545275	221.15	52.5969	45.4597
REN-HS	ABQ-S	SLV-F	0.0957398	1.54372	0.122656	0.0294681	194.14	57.636	47.5641
REN-HS	ABQ-S	SLV-M	0.0448963	0.685786	0.492848	0.00951461	193.612	44.6894	40.849
REN-HS	ABQ-S	SLV-O	0.121663	0.832707	0.40501	0.00290478	208.224	11.6665	9.13562
REN-HS	ABQ-S	SNM-C	0.0836919	1.3797	0.167678	0.0278646	186.449	52.4843	44.3777
REN-HS	ABQ-S	SNM-M	0.0416311	0.614062	0.539175	0.00835837	200.16	44.424	40.873
SNM-S	ABQ-S	REN-HS	0.0352004	0.745117	0.456201	0.0259527	206.848	48.5425	45.2412
REN-HS	ABQ-S	TES-C	0.0962978	1.64026	0.100952	0.0392372	180.711	61.126	50.3875
REN-HS	ABQ-S	TES-M	0.026282	0.381502	0.702831	0.00530163	197.725	43.7056	41.4671
TES-S	ABQ-S	REN-HS	0.0470686	0.9339	0.350355	0.0345238	222.72	49.6768	45.2106
REN-HS	ABQ-S	TRE-F	0.0811663	1.32129	0.186404	0.028396	193.707	57.6914	49.0293
REN-HS	ABQ-S	TRQ-F	0.0910498	1.47204	0.141009	0.0304605	199.399	56.7672	47.2926
ABQ-S	REN-S	RGG-C	0.0305916	0.558365	0.576595	0.0137287	190.695	55.6356	52.3327
RGG-S	ABQ-S	REN-S	0.0834184	1.65183	0.0985702	0.0575342	213.578	54.2399	45.8874
ABQ-S	REN-S	SLV-F	0.00418948	0.0677827	0.945959	0.00126179	197.557	50.4532	50.0322
ABQ-S	REN-S	SLV-M	0.0259163	0.355132	0.722491	0.00536067	199.544	42.4202	40.277
ABQ-S	REN-S	SLV-O	0.0404652	0.276724	0.781992	0.000796264	208.042	8.87674	8.18628
ABQ-S	REN-S	SNM-C	0.0235001	0.368078	0.712815	0.00780932	191.465	48.0325	45.8268
ABQ-S	REN-S	SNM-M	0.015978	0.21847	0.827063	0.00311893	206.106	41.6448	40.3349
SNM-S	ABQ-S	REN-S	0.0893104	1.89603	0.057956	0.0604507	204.134	53.3774	44.6248
ABQ-S	REN-S	TES-C	0.00100261	0.0160225	0.987216	0.000412732	184.706	54.154	54.0455
ABQ-S	REN-S	TES-M	0.0499152	0.66748	0.504466	0.00990246	202.648	43.6471	39.4969
TES-S	ABQ-S	REN-S	0.0806865	1.69228	0.0905921	0.0527118	216.021	51.7207	43.9975
REN-S	ABQ-S	TRE-F	0.0133716	0.207307	0.83577	0.00451626	197.728	50.6231	49.2871
REN-S	ABQ-S	TRQ-F	0.0083499	0.140269	0.888447	0.00269598	202.779	49.358	48.5406
RGG-S	ABQ-S	RGG-C	0.019847	0.338935	0.734658	0.00546278	331.83	34.2133	32.8816
SLV-F	RGG-C	ABQ-S	0.0880556	1.79286	0.0729958	0.0241642	211.071	56.0913	47.0124
ABQ-S	SLV-M	RGG-C	0.181069	3.22527	0.00125852	0.154542	54.8075	119.769	83.0455
ABQ-S	RGG-C	SLV-O	0.00747774	0.0543875	0.956626	0.000194094	177.691	11.3868	11.2178
SNM-C	RGG-C	ABQ-S	0.0946023	1.82282	0.068331	0.0251037	206.006	54.0628	44.7179
ABQ-S	SNM-M	RGG-C	0.148713	2.80588	0.0050179	0.12682	53.6563	116.284	86.1759
SNM-S	ABQ-S	RGG-C	0.0128788	0.214477	0.830175	0.0034404	321.07	33.1453	32.3025
RGG-C	TES-C	ABQ-S	0.0580095	1.24311	0.213826	0.0162224	228.93	53.7674	47.8714
ABQ-S	TES-M	RGG-C	0.163943	3.02807	0.00246119	0.140219	53.3052	118.989	85.4693
TES-S	ABQ-S	RGG-C	0.020485	0.416945	0.676718	0.00527085	334.256	32.0235	30.7378
TRE-F	RGG-C	ABQ-S	0.0813377	1.58007	0.114091	0.022253	204.617	55.5301	47.1762
TRQ-F	RGG-C	ABQ-S	0.137555	2.44113	0.0146413	0.0379872	201.868	60.1203	45.5807
RGG-S	ABQ-S	SLV-F	0.0304141	0.489903	0.624202	0.00612242	341.237	34.7917	32.7378
RGG-S	ABQ-S	SLV-M	0.01267	0.174274	0.86165	0.00186505	344.113	29.7193	28.9757
RGG-S	ABQ-S	SLV-O	0.245793	2.11005	0.034854	0.00378667	251.982	8.37022	5.06736
RGG-S	ABQ-S	SNM-C	0.00876249	0.145907	0.883995	0.0019452	333.898	31.8805	31.3267
RGG-S	ABQ-S	SNM-M	0.0239259	0.338526	0.734967	0.00328037	350.136	29.5342	28.1539
SNM-S	RGG-S	ABQ-S	0.0326	0.926011	0.35444	0.0872951	76.7233	94.3231	88.3674
RGG-S	ABQ-S	TES-C	0.0442371	0.767041	0.443057	0.0114982	324.219	36.2897	33.215
RGG-S	ABQ-S	TES-M	0.0288649	0.401364	0.688152	0.00398663	349.765	29.7969	28.125
TES-S	ABQ-S	RGG-S	0.00473923	0.131942	0.89503	0.0151869	87.356	83.2823	82.4966
RGG-S	ABQ-S	TRE-F	0.0326096	0.558743	0.576337	0.00734292	340.66	34.7175	32.5248
RGG-S	ABQ-S	TRQ-F	0.000185112	0.00299378	0.997611	4.0209e-05	345.174	32.9208	32.9086
SLV-M	SLV-F	ABQ-S	0.165229	2.4564	0.0140336	0.0531907	130.941	71.426	51.1696
ABQ-S	SLV-F	SLV-O	0.0182962	0.132965	0.894221	0.000517113	173.535	12.4881	12.0394
SLV-F	SNM-C	ABQ-S	0.000755574	0.0124779	0.990044	0.000181827	220.712	44.566	44.4987
SNM-M	SLV-F	ABQ-S	0.182983	2.81807	0.00483134	0.0585206	127.708	73.0783	50.471
SNM-S	ABQ-S	SLV-F	0.0608085	0.932642	0.351005	0.0119397	331.386	35.2158	31.1785
SLV-F	TES-C	ABQ-S	0.143015	2.88418	0.00392431	0.0409683	201.591	60.8961	45.6574
TES-M	SLV-F	ABQ-S	0.19146	2.83453	0.00458932	0.0615044	129.736	73.9042	50.1523
TES-S	ABQ-S	SLV-F	0.0215004	0.407309	0.683781	0.0040037	342.811	31.8612	30.52
SLV-F	TRE-F	ABQ-S	0.000438027	0.00878993	0.992987	8.14836e-05	262.498	34.8372	34.8067
TRQ-F	SLV-F	ABQ-S	0.0748717	1.54655	0.121971	0.0132508	289.108	36.2074	31.1633
SLV-M	ABQ-S	SLV-O	0.0141696	0.0792487	0.936835	0.000385678	163.874	11.8455	11.5145
SLV-M	SNM-C	ABQ-S	0.157515	2.16244	0.0305846	0.0524557	119.163	72.6341	52.8659
SNM-M	SLV-M	ABQ-S	0.0744159	0.92821	0.353299	0.00697638	363.296	19.2781	16.6076
SNM-S	ABQ-S	SLV-M	0.0324901	0.425014	0.670827	0.00454056	331.851	28.8409	27.0258
ABQ-S	SLV-M	TES-C	0.13253	2.46702	0.0136243	0.105592	52.0249	115.695	88.6173
TES-M	SLV-M	ABQ-S	0.066476	0.971088	0.331505	0.00590483	367.269	18.124	15.8646
ABQ-S	TES-S	SLV-M	0.00546964	0.084373	0.93276	0.000715517	344.878	26.296	26.0099
SLV-M	TRE-F	ABQ-S	0.157175	2.61131	0.00901948	0.0511799	125.408	71.8161	52.307
SLV-M	TRQ-F	ABQ-S	0.118488	1.72621	0.0843104	0.0377949	129.578	68.0626	53.642
SNM-C	ABQ-S	SLV-O	0.0858804	0.599732	0.548685	0.00197603	170.541	10.8325	9.11902
SNM-M	ABQ-S	SLV-O	0.000367108	0.00225597	0.9982	1.00218e-05	161.085	11.692	11.6835
SNM-S	ABQ-S	SLV-O	0.272425	2.14986	0.0315661	0.00469083	248.398	9.56534	5.46947
ABQ-S	TES-C	SLV-O	0.0865426	0.653678	0.513319	0.00234124	179.022	12.7949	10.7567
ABQ-S	TES-M	SLV-O	0.0266764	0.149368	0.881263	0.000740334	162.284	12.2437	11.6074
TES-S	ABQ-S	SLV-O	0.297721	2.88795	0.00387766	0.00407303	253.281	7.75977	4.19931
ABQ-S	TRE-F	SLV-O	0.0509578	0.377002	0.706172	0.00144295	174.187	12.9175	11.6648
ABQ-S	TRQ-F	SLV-O	0.000271346	0.00206021	0.998356	7.72257e-06	174.39	12.3426	12.3359
SNM-M	SNM-C	ABQ-S	0.177575	2.51566	0.0118809	0.0602823	116.727	76.4723	53.4088
ABQ-S	SNM-S	SNM-C	0.00472562	0.0819479	0.934688	0.00106842	323.838	32.2048	31.9018
SNM-C	TES-C	ABQ-S	0.143961	2.57216	0.0101065	0.0409247	202.322	59.8372	44.7768
TES-M	SNM-C	ABQ-S	0.186468	2.67486	0.00747605	0.0627194	119.507	76.265	52.293
ABQ-S	TES-S	SNM-C	0.0067622	0.127822	0.89829	0.00139363	335.883	29.3958	29.0009
SNM-C	TRE-F	ABQ-S	0.00212114	0.0313883	0.97496	0.000500211	211.093	43.8034	43.6179
TRQ-F	SNM-C	ABQ-S	0.062122	0.898795	0.368762	0.0148454	217.392	47.8518	42.2543
SNM-S	ABQ-S	SNM-M	0.0252695	0.330804	0.740793	0.00342988	339.465	29.2151	27.775
ABQ-S	SNM-M	TES-C	0.0937247	1.77639	0.075669	0.0735199	52.7564	110.683	91.7137
SNM-M	TES-M	ABQ-S	0.0120499	0.156878	0.875341	0.0010649	384.696	17.2614	16.8504
ABQ-S	TES-S	SNM-M	0.0243647	0.40986	0.681908	0.00305136	351.135	26.987	25.7032
SNM-M	TRE-F	ABQ-S	0.174524	3.1377	0.00170282	0.0580424	119.377	75.5675	53.1102
SNM-M	TRQ-F	ABQ-S	0.131915	1.81708	0.0692043	0.0427673	126.212	71.0618	54.4985
SNM-S	ABQ-S	TES-C	0.00285826	0.0436144	0.965212	0.000716594	311.797	33.3517	33.1616
SNM-S	ABQ-S	TES-M	0.00694504	0.0948202	0.924458	0.000935469	337.637	28.3814	27.9899
TES-S	ABQ-S	SNM-S	0.0584475	1.66411	0.0960906	0.0942785	93.7468	82.8841	73.7303
SNM-S	ABQ-S	TRE-F	0.044441	0.701024	0.483288	0.00990513	331.29	35.0385	32.0567
SNM-S	ABQ-S	TRQ-F	0.0704498	1.06521	0.286779	0.014797	337.622	34.6295	30.0714
ABQ-S	TES-M	TES-C	0.116748	2.16076	0.0307137	0.0921482	51.9636	114.314	90.4126
TES-S	ABQ-S	TES-C	0.0431571	0.813993	0.415649	0.010549	326.492	34.086	31.2656
TRE-F	TES-C	ABQ-S	0.12685	2.52724	0.0114964	0.0374368	201.352	61.7511	47.8484
TRQ-F	TES-C	ABQ-S	0.19433	3.34633	0.000818892	0.0559189	196.393	65.1452	43.9456
ABQ-S	TES-S	TES-M	0.00102497	0.0161858	0.987086	0.000130085	350.913	26.6687	26.6141
TES-M	TRE-F	ABQ-S	0.18661	3.1809	0.00146819	0.0617774	122.602	75.9227	52.0431
TES-M	TRQ-F	ABQ-S	0.139904	2.00678	0.0447734	0.0457319	127.824	72.0824	54.3886
TES-S	ABQ-S	TRE-F	0.0361695	0.725213	0.468321	0.00766588	343.453	32.8389	30.5463
TES-S	ABQ-S	TRQ-F	0.0098287	0.185482	0.852851	0.00197498	347.945	30.7286	30.1304
TRQ-F	TRE-F	ABQ-S	0.0826832	1.45894	0.14458	0.0158814	261.887	39.681	33.6202
BOU-C	GUN-F	BOU-S	0.0245265	0.406936	0.684055	0.00742468	180.289	55.2083	52.565
LOG-S	BOU-S	BOU-C	0.0549728	0.92634	0.35427	0.0211728	227.345	50.8423	45.5437
BOU-C	MAL-C	BOU-S	0.061033	1.009	0.312973	0.0191253	176.835	59.4067	52.5723
BOU-S	MAL-M	BOU-C	0.162361	3.00027	0.0026974	0.127018	51.8256	110.386	79.5477
BOU-C	MOB-C	BOU-S	0.13736	2.32094	0.0202903	0.0439089	169.195	64.5167	48.9332
BOU-S	MOB-G	BOU-C	0.00841576	0.157304	0.875005	0.0045749	113.565	66.1532	65.049
MOB-S	BOU-S	BOU-C	0.0064353	0.106666	0.915054	0.00254319	229.349	48.6918	48.0691
BOU-C	MTB-F	BOU-S	0.0999133	2.11922	0.0340723	0.0325794	154.857	63.3802	51.8656
PAS-C	BOU-C	BOU-S	0.0561516	0.984663	0.32479	0.0161015	199.845	54.8384	49.0073
BOU-S	BOU-C	REN-C	0.016106	0.199201	0.842106	0.00304497	152.236	45.6251	44.1788
BOU-C	BOU-S	REN-HC	0.0446561	0.593657	0.552741	0.00940123	149.436	49.2125	45.0051
REN-HS	BOU-S	BOU-C	0.0542081	0.886093	0.375568	0.0246514	183.622	60.0986	53.918
BOU-S	REN-S	BOU-C	0.0152363	0.271912	0.78569	0.00686132	186.276	55.815	54.1397
BOU-C	RGG-C	BOU-S	0.0743085	1.51388	0.130055	0.0240905	178.301	62.2686	53.6545
RGG-S	BOU-S	BOU-C	0.0258665	0.453817	0.649961	0.00759066	324.452	36.6881	34.838
SLV-F	BOU-C	BOU-S	0.0328867	0.530251	0.595938	0.00984136	196.836	55.7498	52.1997
BOU-S	SLV-M	BOU-C	0.176822	3.19421	0.00140214	0.138019	52.2301	110.311	77.1615
BOU-S	BOU-C	SLV-O	0.0901651	0.678263	0.497605	0.00261572	170.959	13.7654	11.4884
BOU-C	SNM-C	BOU-S	0.0129904	0.238435	0.811544	0.00398495	172.883	54.8231	53.417
BOU-S	SNM-M	BOU-C	0.149311	2.74937	0.00597109	0.118258	50.4384	108.832	80.5542
SNM-S	BOU-S	BOU-C	0.0439714	0.688941	0.49086	0.0125213	313.186	37.1003	33.975
BOU-C	TES-C	BOU-S	0.108569	2.16387	0.030474	0.0372958	174.238	67.2267	54.0589
BOU-S	TES-M	BOU-C	0.15081	2.65419	0.00794998	0.119057	50.2092	109.512	80.8099
TES-S	BOU-S	BOU-C	0.00306266	0.0601742	0.952017	0.000846816	324.448	33.8885	33.6816
TRE-F	BOU-C	BOU-S	0.0287786	0.480153	0.631119	0.00829347	189.523	53.4757	50.4839
TRQ-F	BOU-C	BOU-S	0.0761412	1.28785	0.197798	0.0227841	194.452	58.7705	50.454
BOU-C	GUN-F	LOG-S	0.0357002	0.615153	0.538453	0.0129012	183.37	54.7619	50.9867
MAL-C	GUN-F	BOU-C	0.019858	0.436943	0.662152	0.0238179	103.365	73.9124	71.034
BOU-C	GUN-F	MAL-M	0.0681494	1.23348	0.217398	0.0197497	145.911	57.3414	50.0245
MOB-C	GUN-F	BOU-C	0.049971	1.19099	0.233657	0.0586384	98.4584	75.7013	68.4957
BOU-C	GUN-F	MOB-G	0.0736448	1.31498	0.188517	0.0283063	173.065	58.4145	50.4008
BOU-C	GUN-F	MOB-S	0.0233347	0.403582	0.68652	0.0081289	177.721	53.3923	50.9573
BOU-C	MTB-F	GUN-F	0.0325386	0.983402	0.32541	0.045445	62.6527	93.9974	88.073
BOU-C	GUN-F	PAS-C	0.0689529	1.81877	0.0689473	0.112229	66.3071	96.226	83.8119
GUN-F	BOU-C	REN-C	0.0760009	0.938108	0.348189	0.00890718	244.99	30.0048	25.7661
GUN-F	BOU-C	REN-HC	0.0363669	0.434222	0.664127	0.00461864	243.798	29.4242	27.3591
BOU-C	GUN-F	REN-HS	0.0383619	0.68577	0.492858	0.0156136	183.303	55.4166	51.3219
BOU-C	GUN-F	REN-S	0.0505546	0.884203	0.376587	0.0202959	177.637	58.4191	52.7966
RGG-C	GUN-F	BOU-C	0.0218882	0.473627	0.635766	0.0268128	100.026	76.2241	72.9588
BOU-C	GUN-F	RGG-S	0.0208874	0.328078	0.742853	0.00619484	179.022	53.0567	50.8856
GUN-F	SLV-F	BOU-C	0.114118	2.90819	0.00363531	0.118095	118.462	69.1585	54.9908
BOU-C	GUN-F	SLV-M	0.0933341	1.61499	0.106313	0.0292657	141.054	58.1087	48.1877
GUN-F	BOU-C	SLV-O	0.0473037	0.331335	0.740392	0.000735721	204.298	7.07762	6.43827
SNM-C	GUN-F	BOU-C	0.0458674	0.977695	0.328225	0.0518715	95.6098	73.5648	67.1123
BOU-C	GUN-F	SNM-M	0.0870573	1.5681	0.116858	0.0258561	146.346	57.9664	48.6819
BOU-C	GUN-F	SNM-S	0.0167627	0.249247	0.80317	0.00454636	182.102	52.5763	50.8428
TES-C	GUN-F	BOU-C	0.0444565	1.00957	0.3127	0.0543172	94.819	80.2275	73.3979
BOU-C	GUN-F	TES-M	0.0885045	1.55306	0.12041	0.0261132	147.036	57.4218	48.0841
GUN-F	BOU-C	TES-S	0.00787484	0.124125	0.901216	0.00234528	179.942	52.6009	51.7789
GUN-F	TRE-F	BOU-C	0.0849332	1.82183	0.0684803	0.092886	109.906	71.1236	59.9878
GUN-F	TRQ-F	BOU-C	0.0596499	1.49864	0.133967	0.0616817	115.808	66.2338	58.7769
BOU-C	MAL-C	LOG-S	0.0200284	0.343111	0.731515	0.00739062	181.77	55.7311	53.5426
LOG-S	MAL-M	BOU-C	0.171731	3.08575	0.00203038	0.133001	55.4128	111.862	79.0724
BOU-C	MOB-C	LOG-S	0.148794	2.8883	0.00387334	0.0582636	172.453	66.3235	49.1428
LOG-S	MOB-G	BOU-C	0.0557956	1.00421	0.315278	0.0272323	128.302	63.4038	56.7024
LOG-S	MOB-S	BOU-C	0.0525	1.06854	0.285277	0.0180914	243.904	45.1999	40.6907
BOU-C	MTB-F	LOG-S	0.172186	4.01607	5.91755e-05	0.0696396	157.01	69.2138	48.8797
PAS-C	BOU-C	LOG-S	0.10478	1.80234	0.0714912	0.0347782	205.447	56.6976	45.9428
BOU-C	LOG-S	REN-C	0.0239041	0.303481	0.761523	0.00515282	145.244	51.6524	49.2406
BOU-C	LOG-S	REN-HC	0.0816506	1.14533	0.252072	0.0195114	143.499	57.0538	48.4401
REN-HS	LOG-S	BOU-C	0.00722267	0.161092	0.872021	0.00276024	213.173	47.9416	47.254
LOG-S	REN-S	BOU-C	0.063429	1.29103	0.196694	0.0244121	209.914	50.835	44.7709
BOU-C	RGG-C	LOG-S	0.0595352	1.19721	0.231225	0.0232041	182.483	60.7702	53.9408
LOG-S	RGG-S	BOU-C	0.0450205	0.793455	0.427513	0.0170905	229.022	49.1308	44.8976
SLV-F	BOU-C	LOG-S	0.0694375	1.07641	0.281743	0.0236921	200.952	55.4139	48.2179
SLV-M	BOU-C	LOG-S	0.166227	2.49139	0.0127244	0.0704792	111.605	77.2264	55.2116
LOG-S	BOU-C	SLV-O	0.0170325	0.128913	0.897426	0.000431564	169.147	11.1465	10.7731
SNM-C	BOU-C	LOG-S	0.0453338	0.746216	0.455537	0.016438	180.741	56.0872	51.2224
LOG-S	SNM-M	BOU-C	0.161915	2.87683	0.00401689	0.127077	55.0217	111.054	80.1028
LOG-S	SNM-S	BOU-C	0.0240762	0.384346	0.700722	0.00920282	229.222	48.8796	46.5813
BOU-C	TES-C	LOG-S	0.0859898	1.74218	0.0814772	0.0349764	178.562	64.4254	54.2229
LOG-S	TES-M	BOU-C	0.173366	3.13889	0.00169587	0.132484	54.369	110.832	78.0807
LOG-S	TES-S	BOU-C	0.0495707	0.938803	0.347832	0.0181966	229.92	48.022	43.4859
TRE-F	BOU-C	LOG-S	0.0790929	1.25313	0.210159	0.0264194	195.137	54.944	46.8897
TRQ-F	BOU-C	LOG-S	0.139456	2.32201	0.0202325	0.0463778	198.406	58.857	44.4502
BOU-C	MAL-C	MAL-M	0.0852744	1.65243	0.0984473	0.0261842	144.985	61.8735	52.1502
MOB-C	MAL-C	BOU-C	0.0217564	0.492683	0.622237	0.025392	104.841	72.4241	69.3398
BOU-C	MAL-C	MOB-G	0.0259175	0.481716	0.630008	0.00992918	172.314	55.8236	53.0031
BOU-C	MAL-C	MOB-S	0.0200541	0.311435	0.75547	0.00719987	176.518	55.3077	53.133
MTB-F	BOU-C	MAL-C	0.0551933	1.54098	0.123322	0.06251	70.5979	92.8622	83.1476
MAL-C	BOU-C	PAS-C	0.0146855	0.396425	0.691791	0.0232241	68.7339	89.9295	87.3264
MAL-C	BOU-C	REN-C	0.101532	1.20454	0.228382	0.0123109	246.5	32.0705	26.1584
MAL-C	BOU-C	REN-HC	0.0476958	0.590468	0.554877	0.00626713	245.04	30.9926	28.1708
BOU-C	MAL-C	REN-HS	0.0129536	0.219707	0.826099	0.00545532	182.572	56.5189	55.0734
BOU-C	MAL-C	REN-S	0.0188097	0.314649	0.753028	0.00775471	177.474	58.707	56.5392
RGG-C	MAL-C	BOU-C	0.000665362	0.017012	0.986427	0.000790553	112.062	71.6909	71.5955
BOU-C	MAL-C	RGG-S	0.0417093	0.669462	0.503201	0.0127985	176.396	56.2082	51.7071
BOU-C	MAL-C	SLV-F	0.137454	3.32152	0.000895295	0.137267	60.4761	105.197	79.7722
BOU-C	MAL-C	SLV-M	0.084422	1.62423	0.104327	0.0278093	140.174	60.5759	51.1442
BOU-C	MAL-C	SLV-O	0.24166	1.70895	0.0874604	0.00385558	203.887	8.57573	5.2376
SNM-C	MAL-C	BOU-C	0.0208084	0.544508	0.586092	0.0196794	135.852	59.5637	57.1354
BOU-C	MAL-C	SNM-M	0.0650229	1.26506	0.205848	0.019976	146.196	58.8716	51.683
BOU-C	MAL-C	SNM-S	0.0431209	0.683413	0.494346	0.0121056	178.674	55.9538	51.3278
TES-C	MAL-C	BOU-C	0.0197898	0.534751	0.592822	0.0228273	112.954	72.8212	69.9949
BOU-C	MAL-C	TES-M	0.0886131	1.67996	0.0929659	0.0276708	145.862	60.9624	51.0377
BOU-C	MAL-C	TES-S	0.0362676	0.590167	0.555079	0.0114472	177.246	57.4586	53.4367
MAL-C	TRE-F	BOU-C	0.0985309	2.48037	0.0131246	0.114963	105.548	75.3735	61.8525
MAL-C	TRQ-F	BOU-C	0.0815659	1.81744	0.0691495	0.096261	101.372	77.0864	65.4595
BOU-C	MOB-C	MAL-M	0.0228399	0.407852	0.683383	0.00647717	140.409	53.8049	51.402
MOB-G	MAL-M	BOU-C	0.150005	2.93072	0.00338178	0.115635	56.0469	105.537	78.0052
MOB-S	MAL-M	BOU-C	0.16022	2.77462	0.00552658	0.125759	55.8026	109.937	79.5734
MTB-F	BOU-C	MAL-M	0.0652247	1.23805	0.215698	0.0199962	132.75	61.4646	53.9375
BOU-C	PAS-C	MAL-M	0.148748	3.24296	0.00118295	0.0424415	157.609	60.8522	45.093
MAL-M	BOU-C	REN-C	0.139538	1.56535	0.117501	0.0243572	173.967	46.8388	35.3678
MAL-M	BOU-C	REN-HC	0.0851422	0.932281	0.351191	0.0156055	172.528	43.936	37.0414
MAL-M	BOU-C	REN-HS	0.173949	2.77001	0.00560545	0.0826712	113.179	78.6185	55.32
REN-S	MAL-M	BOU-C	0.143669	2.50746	0.0121602	0.113389	54.7903	108.224	81.0332
BOU-C	RGG-C	MAL-M	0.0621057	1.34134	0.179809	0.0192325	146.469	61.2466	54.0839
RGG-S	MAL-M	BOU-C	0.168095	3.04194	0.00235061	0.128878	52.0183	107.47	76.539
BOU-C	SLV-F	MAL-M	0.191992	3.34137	0.000833655	0.057762	154.193	66.2414	44.9026
MAL-M	SLV-M	BOU-C	0.0416592	0.552649	0.580504	0.00857513	318.266	22.6477	20.8362
BOU-C	MAL-M	SLV-O	0.0924251	0.529281	0.596611	0.00158019	175.744	8.03704	6.67708
BOU-C	SNM-C	MAL-M	0.0937333	1.63484	0.102083	0.0282021	138.56	60.4284	50.071
SNM-M	MAL-M	BOU-C	0.0350995	0.532214	0.594578	0.00641106	337.462	20.1406	18.7747
MAL-M	BOU-C	SNM-S	0.166731	2.43003	0.0150978	0.0563623	110.986	77.8003	55.5643
BOU-C	TES-C	MAL-M	0.0100446	0.193962	0.846206	0.0030932	142.653	57.3193	56.1793
TES-M	MAL-M	BOU-C	0.0516957	0.777782	0.436697	0.00966546	340.026	21.015	18.9491
TES-S	MAL-M	BOU-C	0.160577	2.91318	0.00357771	0.122616	52.7112	106.492	77.0236
BOU-C	TRE-F	MAL-M	0.134131	2.41579	0.0157013	0.0406127	152.583	63.2152	48.2626
BOU-C	TRQ-F	MAL-M	0.153269	2.7794	0.00544599	0.0469903	150.795	65.406	48.0211
BOU-C	MOB-C	MOB-G	0.204431	3.75605	0.000172618	0.0836479	160.645	69.3907	45.835
BOU-C	MOB-C	MOB-S	0.151757	2.866	0.00415695	0.0577144	168.28	65.7498	48.4233
BOU-C	MTB-F	MOB-C	0.0841478	2.3134	0.0207009	0.109472	64.2722	96.6334	81.6327
BOU-C	PAS-C	MOB-C	0.0496069	1.14546	0.252018	0.0529271	92.8461	76.9435	69.6704
MOB-C	BOU-C	REN-C	0.0339743	0.447204	0.654728	0.00437688	243.588	31.4888	29.4195
BOU-C	MOB-C	REN-HC	0.00176609	0.0231289	0.981547	0.000234141	241.512	29.5803	29.476
BOU-C	MOB-C	REN-HS	0.138427	2.83097	0.00464078	0.060666	172.573	65.7072	49.7279
BOU-C	MOB-C	REN-S	0.138333	2.61085	0.00903185	0.0596877	167.689	68.3464	51.7352
MOB-C	RGG-C	BOU-C	0.0237598	0.576072	0.564567	0.0270791	111.151	71.2755	67.9672
BOU-C	MOB-C	RGG-S	0.138752	2.19151	0.0284147	0.0436122	167.825	62.6369	47.3729
MOB-C	BOU-C	SLV-F	0.0374882	0.946768	0.343757	0.0329932	65.7831	86.4828	80.233
BOU-C	MOB-C	SLV-M	0.0292878	0.529914	0.596171	0.00900865	136.292	53.6943	50.6387
BOU-C	MOB-C	SLV-O	0.0350346	0.277009	0.781773	0.00055183	205.504	7.06829	6.58978
MOB-C	SNM-C	BOU-C	0.0115972	0.246449	0.805335	0.0131939	93.3437	69.4964	67.9029
BOU-C	MOB-C	SNM-M	0.0027016	0.0486405	0.961206	0.000773136	141.807	51.5734	51.2955
